# libSceAcm
8fe55ktlNVo sceAcmBatchStartBuffers
V9fZNUDE2LE _ZNK3sce2Np9CppWebApi6Common8IteratorINS1_14SessionManager2V123SpectatorJoinableStatusEEeqERKS7_
V9nCQUxVVDg _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14IdentityMapper2V317PsnWebError_errorEEEEppEv
V9oW1Yu3pg8 _ZNK3sce2Np9CppWebApi14SessionManager2V117PlayerSessionsApi39ParameterToJoinPlayerSessionAsSpectator12getsessionIdEv
V9qPdMFiPQQ _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_12Leaderboards2V130GetBoardDefinitionResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE17setNpWebApi2ReqIdEl
V9rJ9DUYhxI _ZN3sce2Np9CppWebApi13InGameCatalog2V532ContentInteractiveElementFactory6createEPNS1_6Common10LibContextERKNS_4Json5ValueEPNS5_12IntrusivePtrINS3_25ContentInteractiveElementEEE
V9tcgup4L2Y _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V117ResponseMatchTeamEEEE21intrusive_ptr_add_refEPS9_
V9yO0FsYFno _ZN3sce2Np9CppWebApi17TitleCloudStorage2V17DataApi37ParameterToGetMultiDataStatusesBySlot7setsortENS5_4SortE
V9ytFlEPzsE _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V130ResponsePlayerSessionSpectatorEEEEdeEv
VA4wWDVI8Rg _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V121ResponsePlayerResultsEEEEEEaSERKSA_
VAPRywt-LB0 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V132RequestPlayerSessionMemberPlayerEEEEppEi
VARxATXkh2A _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11Matchmaking2V19SubmitterEEEE6insertENS2_8IteratorIS8_EERKS8_RSB_
VASyM6CAIZA _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V116FromNonPsnMemberEEcvbEv
VAXodyI8L5Y _ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V513ContentRatingEEEEptEv
VAbFNmSXXkk _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_10Activities2V114UserActivities26GetUsersActivitiesResponseEEENS4_INS2_18ResponseHeaderBaseEEEEC2ERKSC_
VAcjQnO8+Q8 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V116SearchAttributesEEEEEEaSERSA_
VAi47jXFSSg _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_15ProfanityFilter2V224TestForProfanityResponseEEEEC2EPKS8_
VAy2wlopYGE _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V118CreateMatchRequestEE11release_refEv
VB0wOm7TJ5s _ZNK3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_17TitleCloudStorage2V132GetMultiDataStatusesResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE5getIdEv
VB7RdVVGl7A _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V15StatsEEC1Ev
VB7bBqmdr08 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V127ResponseTeamMemberStatisticEEC1EPS6_PNS2_10LibContextE
VBK3NKVdWiM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V150PostGameSessionsSessionIdMemberPlayersResponseBodyEEEEEEC1EPS9_PNS2_10LibContextE
VBNIeRIzQbg _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11UserProfile2V112BasicProfileEEEE21intrusive_ptr_add_refEPS9_
VBQ0WmTScTc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_12Leaderboards2V123RecordScoreResponseBodyEE11release_refEv
VBQ1AC5ho9g _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V114RepresentativeEEC1Ev
VBTrSjIx7PM _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11Matchmaking2V19SubmitterEEEEeqERKS9_
VBj2uvLGI9g _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_8IteratorImEEEC2EPS5_PNS2_10LibContextE
VBrX7Clwy90 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_15Personalization2V121GetAccessCodeResponseEE6assignEPS6_PFvS8_EPNS2_10LibContextE
VC8mAF2GtbE _ZNK3sce2Np9CppWebApi13InGameCatalog2V59Publisher7getNameEv
VCGQTBzMqGU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_13InGameCatalog2V55ErrorEEC1ERS7_
VCJgJD1PVsA _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V128RequestTemporaryMatchResultsEEEE5beginEv
VCK7wX1Nw-s _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_12Leaderboards2V130GetBoardDefinitionResponseBodyEEEEEEC1ERKSA_
VCOpGe0nihg _ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V119SubtaskAvailabilityEEC1Ev
VCP9MNAjpxg _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11Matchmaking2V15CauseEEEE5eraseENS2_8IteratorIS8_EERSB_
VCRRs6Lox3g _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14IdentityMapper2V311OnlineIdMapEEEEEE6assignEPS9_PFvSB_EPNS2_10LibContextE
VCTNOMlPXEM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14ConnectAccount2V212PartnerTokenEEEEEEC1ERKSA_
VCYzzd9wKQQ _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V154GetUsersAccountIdPlayerSessionsInvitationsResponseBodyEEaSERS7_
VCfcpWUN8M4 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V122PlayerSessionSpectatorEE7get_refEv
VCqicVHWufs _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V128RequestJoinGameSessionPlayerEEEEC2Ev
VCvM4g4L0es _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_14SessionManager2V150PostGameSessionsSessionIdMemberPlayersResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEEC1ERKSB_
VCvxULirLZg _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V119RequestMatchResultsEEEEEEC2EPS9_PFvSB_EPNS2_10LibContextE
VCyWVrk5Mb0 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V118LeaderWithOnlineIdEE5resetEPS6_
VCzLcpc9JPw _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_11UserProfile2V112BasicProfileEEEEmmEv
VD7b1xRqO7E _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11UserProfile2V113ErrorResponseEEEEEEC2ERSA_
VD7fxSE99c4 _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_11UserProfile2V124GetPublicProfileResponseEEEEmmEi
VDEh6DG5rJU _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V118RequestMatchPlayerEEEEC2Ev
VDQw5zpdpK0 _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V138GetPlayerSessionsShareableResponseBodyEEEEeqERKS9_
VDUrN8ZSqBk _ZNK3sce2Np9CppWebApi7Matches2V122RequestMatchStatistics21playerStatisticsIsSetEv
VDVvPcDvmtA _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V117LeaveMatchRequestEEEEEEC1EPS9_PFvSB_EPNS2_10LibContextE
VDan9Rs1buo _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_11UserProfile2V118GetFriendsResponseEEEEC1Ev
VDci3kAJZ08 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS1_7Matches2V111LeaveReasonEEC1EPS6_
VDlr8vPEQGg _ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V138GetPlayerSessionsShareableResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE32removeTaskFuncFromNextThreadPoolEv
VDv4UrXnxF4 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V117GameSessionPlayerEEEE3endEv
VE0t9-z8Vyo _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11Matchmaking2V18LocationEEEEEEC2ERKSA_
VE5H1R2ltas _ZNK3sce2Np9CppWebApi11UserProfile2V15Error6toJsonERNS_4Json5ValueEb
VEBbZlrjwY4 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V161PostPlayerSessionsSessionIdJoinableSpecifiedUsersResponseBodyEEEED1Ev
VECrpcxwgj8 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V122PlayerSessionSpectatorEEEE21intrusive_ptr_sub_refEPS9_
VEVxAte4uHU _ZN3sce2Np9CppWebApi6Common6VectorIfE7reserveEi
VEaaAp9bSO4 _ZNK3sce2Np9CppWebApi14SessionManager2V127RequestGameSessionSpectator12natTypeIsSetEv
VEcHKl63C4I _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_17TitleCloudStorage2V122UploadDataResponseBodyEE3getEv
VEsntLRvHQY _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V120ResponseMatchResultsEEEEptEv
VF2-8-+gl+E _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_13InGameCatalog2V55ErrorEEEEEED1Ev
VF5biNDP4Fw _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V116RequestMatchTeamEEC1EPS6_PNS2_10LibContextE
VFH2ZgnFD+o _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V125PlayerSessionNonPsnPlayerEEEEC2EPS8_
VFIb1XVcheg _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V117ResponseMatchTeamEEEEC2EPNS2_10LibContextE
VFPhg6tlzd0 _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V130MatchCompletionRateQuitMetricsEEEEmmEi
VFbgrz0ynL4 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_7Matches2V117ResponseMatchTypeEEEEaSERS9_
VFhXAsVgNlE _ZN3sce2Np9CppWebApi17TitleCloudStorage2V112VariablesApi34ParameterToGetMultiVariablesByUserC2Ev
VFqIGErEfFk _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V136UsersPlayerSessionsInvitationForReadEEC1EPS6_PNS2_10LibContextE
VFr1+v+P8+c _ZNK3sce2Np9CppWebApi11Matchmaking2V118PlayerForOfferRead13ticketIdIsSetEv
VFuG8dhlnUk _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V114ResponseMemberEEEEppEi
VGKPkYm7q-M _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V136GetFriendsPlayerSessionsResponseBodyEEEE21intrusive_ptr_add_refEPS9_
VGKwVCuBK3A _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V114ResponseMemberEEEEC2Ev
VGWsri8JD9o _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_12Leaderboards2V123RecordScoreResponseBodyEEEEC2EPKS8_
VGoT9JozCrc _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_17TitleCloudStorage2V113ErrorResponseEEcvbEv
VGpnGK+DopE _ZN3sce2Np9CppWebApi6Common8IteratorINS2_17ParameterBaseImpl6KeySetEEmmEv
VGxzgRUu1vk _ZNK3sce2Np9CppWebApi6Common8IteratorINS1_7Matches2V119SubtaskAvailabilityEEdeEv
VH5El5MNmc8 _ZN3sce2Np9CppWebApi6Common6VectorIdEC1EPNS2_10LibContextE
VHAFmqBeZmg _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V15OwnerEEEE8capacityEv
VHLSt60bfn0 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_13InGameCatalog2V511ContentTypeEEEE5resetEPS8_
VHOR2UeeIWw _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14ConnectAccount2V28PSNErrorEEEEC1Ev
VHPdajEPdLY _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V15ErrorEEEEixEm
VHgJJXdbXT8 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_21AdvancedPlayerProfile2V117ConnectionQualityEEEEEEC2Ev
VHsSNIvLwIU _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V14TaskEEEEC1EPNS2_10LibContextE
VHzmbh-q4w4 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V124RequestGameSessionPlayerEEEEmmEi
VI0E8b9xShA _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V122PlayerSessionSpectatorEEEE5clearEv
VIJcKtk4O+0 _ZN3sce2Np9CppWebApi11Matchmaking2V18LocationC2EPNS1_6Common10LibContextE
VIMt+nswLzc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V118GameSessionForReadEEEEEE11get_deleterEv
VIXJDyUZt1I _ZN3sce2Np9CppWebApi21AdvancedPlayerProfile2V19PlayStyleC1EPNS1_6Common10LibContextE
VIeDgKdcSb8 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_13InGameCatalog2V59PublisherEEEEEEC1EPS9_PFvSB_EPNS2_10LibContextE
VJ+j5jNdvfM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_11Matchmaking2V118PlayerForOfferReadEED1Ev
VJ2mnvJJswk _ZN3sce2Np9CppWebApi14SessionManager2V120PlayerSessionForRead30unsetExclusiveLeaderPrivilegesEv
VJ4IVPxf7Ko _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V114RepresentativeEEEEppEi
VJ6F0D55chE _ZN3sce2Np9CppWebApi6Common19UpStreamTransactionINS2_12IntrusivePtrINS1_12Leaderboards2V127RecordLargeDataResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEEC2Ev
VJ7z+Nl5+LA _ZNK3sce2Np9CppWebApi11Entitlement2V212Entitlements13getNextOffsetEv
VJ85ICCJgww _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V123MemberWithMultiPlatformEEcvbEv
VJBfBhk2DYE _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V14TaskEEC1EPS6_PFvS8_EPNS2_10LibContextE
VJHjavWxw6Q _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V136SetVariableWithConditionsRequestBodyEEEE21intrusive_ptr_add_refEPS9_
VJJOMpeBHrw _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V520ContainerRatingCountEEEED2Ev
VJPXKThEfV8 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V153PostGameSessionsSessionIdMemberSpectatorsResponseBodyEEEEC2EPNS2_10LibContextE
VJQm2SgfHzc _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V119PlayerSessionPlayerEEEE8pushBackERKS8_
VJSnTc3sCJU _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V135MatchCompletionRateCompletedMetricsEEEEC1Ev
VJXRbhMStkA _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V115NatConnectivityEEEEC1EPKS8_
VJZTFe794zM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V142PutGameSessionsSearchAttributesRequestBodyEEEEEE11release_refEv
VJgQcGUc-B8 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_10Activities2V114UserActivities14UserActivitiesEEEEC2EPNS2_10LibContextE
VJnNFXSl2m0 _ZNK3sce2Np9CppWebApi14SessionManager2V116SearchAttributes11getBoolean3Ev
VJskAYzgnS8 _ZN3sce2Np9CppWebApi6Common8IteratorINS2_17ParameterBaseImpl6KeySetEEC2EPS5_
VJz64FrlA1c _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_10Activities2V114UserActivities8ActivityEEEEEE6assignEPSA_PFvSC_EPNS2_10LibContextE
VK3rxu0Vp8I _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_21AdvancedPlayerProfile2V128FrequentlyMutedInGameMetricsEEEEEE7get_refEv
VK9IblBX6O0 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V117LeaveMatchRequestEEEEC2Ev
VKCEKeDl77E _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_13InGameCatalog2V514ContainerMediaEEEEEE11get_deleterEv
VKCw+sKJhag _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11Matchmaking2V110UserTicketEEEEptEv
VKEtFC3W-TI _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V53SkuEEEED2Ev
VKLYvpUMdqw _ZNK3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_14ConnectAccount2V212PartnerTokenEEENS4_INS2_18ResponseHeaderBaseEEEE18getResponseHeadersERSA_
VKLeTjh5YMw _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V115NatConnectivityEEC1EPS6_PFvS8_EPNS2_10LibContextE
VKM8BmTTGd0 _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_18ResponseHeaderBaseEEcvbEv
VKOqNtKhKBI _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V128RequestTemporaryMatchResultsEEEEixEm
VKU4S6KyWmo _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_14SessionManager2V128PostGameSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEED2Ev
VKaRucCPRyU _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_11UserProfile2V125GetBasicPresencesResponseEEENS4_INS2_18ResponseHeaderBaseEEEEC1Ev
VKfmXO7iB74 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V16FriendEEEEC2Ev
VKlPBv7jN6A _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_17TitleCloudStorage2V122SetDataInfoRequestBodyEEEEEEdeEv
VKy4NqX3tFQ _ZNK3sce2Np9CppWebApi17TitleCloudStorage2V112VariablesApi34ParameterToSetMultiVariablesByUser12getaccountIdEv
VLArumrPZFU _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V114ResponseMemberEEEEC2EPNS2_10LibContextE
VLFwjua2N34 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V118GameSessionForReadEEEEC2Ev
VLPn9tLjUQo _ZNK3sce2Np9CppWebApi21AdvancedPlayerProfile2V129MatchCompletionRateProperties18getConfidenceScoreEv
VLdWbosdsyM _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V129FrequentlyMutedInPartyMetricsEEEEppEi
VLkuixnVdho _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V15ErrorEEEEEEC1ERKSA_
VLlzWPMspOA _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_14IdentityMapper2V311OnlineIdMapEEENS4_INS6_12IDMappingApi36GetOnlineId2AccountIdResponseHeadersEEEED1Ev
VLoxoJeUryo _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V59PublisherEEEEmmEi
VM84CVXjQwM _ZN3sce2Np9CppWebApi6Common12DELETE_ARRAYINS2_12IntrusivePtrINS1_14SessionManager2V122PlayerSessionSpectatorEEEEEiRNS2_10LibContextEPT_m
VMBhTho7tao _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14IdentityMapper2V324PsnWebError_error_errorsEEEE5beginEv
VMU-PzOLWqk _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_7Matches2V16StatusEEEEdeEv
VMcP8FKDTuk _ZN3sce2Np9CppWebApi21AdvancedPlayerProfile2V129MatchCompletionRateProperties15setDisconnectedERKNS1_6Common12IntrusivePtrINS3_38MatchCompletionRateDisconnectedMetricsEEE
VMhoSK6ucfc _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V118LeaderWithOnlineIdEEEEEEdeEv
VMt29Q2YlSA _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V120RequestTeamStatisticEEEEixEm
VN+Vjou8QrE _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V131ResponseGameSessionMemberPlayerEEEEEE6assignEPS9_PFvSB_EPNS2_10LibContextE
VN-Kq-MIE08 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11Matchmaking2V123SubmitTicketRequestBodyEEEEEEC2ERKSA_
VN0nMVqluzo _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V127GetGameSessionsResponseBodyEEaSERKS7_
VN1M7jo-ArE _ZN3sce2Np9CppWebApi11Matchmaking2V121GetTicketResponseBody12unsetPlayersEv
VN2NCGEWVuk _ZN3sce2Np9CppWebApi6Common8IteratorINS1_12Leaderboards2V18SortModeEEmmEv
VNAZIR9VAC8 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V117SearchGameSessionEEEE6insertENS2_13ConstIteratorIS8_EERKS8_RSB_
VNDfZz6okKc _ZN3sce2Np9CppWebApi6Common10LibContext17createTransactionINS2_12IntrusivePtrINS1_14SessionManager2V150PostPlayerSessionsSessionIdInvitationsResponseBodyEEENS5_INS2_18ResponseHeaderBaseEEEEEiRNS2_15TransactionBaseIT_T0_EE
VNOKCCoFfB8 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V142PutGameSessionsSearchAttributesRequestBodyEEEEmmEv
VNPrzyruvHk _ZN3sce2Np9CppWebApi21AdvancedPlayerProfile2V135MatchCompletionRateCompletedMetricsC2EPNS1_6Common10LibContextE
VNQJ+5BWkJM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V131JoinedPlayerSessionWithPlatformEEEEEEC2ERKSA_
VNcuLftLBT8 _ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V143GetUsersAccountIdPlayerSessionsResponseBodyEEEEdeEv
VNpQEyV26pw _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_14SessionManager2V152PostPlayerSessionsSessionIdMemberPlayersResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEEC1ERKSB_
VNxZBflJlBo _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11UserProfile2V113ErrorResponseEEEEEED2Ev
VO3ohg4M0Dc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_30CommunicationRestrictionStatus2V35ErrorEEC1Ev
VO9oSNn7uJU _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V124UpdateMatchDetailRequestEEEE5emptyEv
VOA4ks08heM _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V118CreateMatchRequestEEEE3endEv
VOOdPJPzXow _ZN3sce2Np9CppWebApi7Matches2V121ResponseTeamStatistic10unsetStatsEv
VOfxYECIBRI _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_15ProfanityFilter2V219WebApiErrorResponseEEEEppEi
VP9z80OCf7c _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_14SessionManager2V114SearchOperatorEEEEC2ERS9_
VPKQIlZX9IA _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V113MmrPropertiesEEEEmmEv
VPSllOtn7+Q _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V122GameSessionPushContextEEEE7reserveEi
VPZ7N9P4O58 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V127ResponsePlayerSessionPlayerEEEEC1Ev
VPfybmOmpzs _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V14TaskEEptEv
VPlo5l1bSjk _ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V126RequestTeamMemberStatisticEEEEneERKS9_
VPo33sOgkMw _ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_12Leaderboards2V130GetBoardDefinitionResponseBodyEEEEeqERKS9_
VPoPXV5riog _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V125NatConnectivityPropertiesEEEEeqERKS9_
VPvEVK1TC+c _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11Matchmaking2V123SubmitTicketRequestBodyEEEEEEC1EPS9_PNS2_10LibContextE
VPwB1qXbdYU _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V19BandwidthEE3getEv
VPwtVaI2jbg _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_21AdvancedPlayerProfile2V15StatsEEEEEEaSERKSA_
